step,avg_return
0,-27.295962699923507
100000,-38.19739482073247
200000,-24.123553932500293
300000,-15.437716804221292
400000,-18.764295576799768
500000,-19.012755072153418
600000,-20.67573095464136
700000,-17.80095775141982
800000,-17.190778513649928
900000,-14.66940156641391
1000000,-15.392390761776193
1100000,-17.780339904632733
1200000,-17.05693285542571
1300000,-16.033929515858496
1400000,-14.143679365902091
1500000,-14.572513314176797
1600000,-13.146426425319145
1700000,-13.760556724010453
1800000,-14.464262153321792
1900000,-14.347108494527518
2000000,-10.607036378462212
2100000,-11.88896349536867
2200000,-12.645101884067898
2300000,-13.783344689603288
2400000,-10.530156421036072
2500000,-9.963409536662803
2600000,-13.168175664992273
2700000,-11.812690603172994
2800000,-12.238066803475942
2900000,-12.488949111172639
3000000,-9.789801621464344
3100000,-11.2191040732876
3200000,-11.404196865600221
3300000,-10.225275771603979
3400000,-12.683722998375915
3500000,-11.639050698225692
3600000,-11.394670096967968
3700000,-9.516250046538145
3800000,-12.270756708664248
3900000,-12.702507688713645
4000000,-9.444936124156339
4100000,-9.883719152956594
4200000,-10.721659493567731
4300000,-11.595845769702896
4400000,-13.098676222210178
4500000,-11.503960431902557
4600000,-13.227489001293085
4700000,-10.54282459963036
4800000,-8.931556568069
4900000,-9.597594961581846
5000000,-12.413743637512164
5100000,-14.90125291840348
5200000,-9.537522063638892
5300000,-12.854951778556204
5400000,-9.133223399191213
5500000,-10.841849807718656
5600000,-10.246720874382254
5700000,-10.66112193272502
5800000,-10.427726226811709
5900000,-12.679225796672299
6000000,-13.86097076319037
6100000,-13.480341048746078
6200000,-10.092368382290001
6300000,-12.16548595090742
6400000,-11.985425436610313
6500000,-11.906493456217337
6600000,-11.236640239426412
6700000,-11.432774999421719
6800000,-11.3405332433797
6900000,-10.817271386355369
7000000,-9.389858919885038
7100000,-7.812486665603498
7200000,-10.015572532883905
7300000,-8.25499964192497
7400000,-8.888049956970562
7500000,-8.636747155111712
7600000,-9.851137412235198
7700000,-16.37197176396813
7800000,-9.660603838918856
7900000,-12.358614291949033
8000000,-13.40862786239509
8100000,-10.438502563825052
8200000,-8.436333028883904
8300000,-9.70977820819461
8400000,-9.735940031525146
8500000,-8.277258321414676
8600000,-10.332773466889423
8700000,-9.37027513050352
8800000,-7.957014133322298
8900000,-10.244619419161213
9000000,-10.475032779834676
9100000,-9.712699871271614
9200000,-9.929209340757364
9300000,-9.79642337199272
9400000,-7.60581837793359
9500000,-10.093378843221647
9600000,-10.595485214225448
9700000,-10.006010860991164
9800000,-9.317435791854288
9900000,-14.20499594470802
10000000,-12.55730686992985
