step,avg_return
0,-77.80345556900716
5000,-86.5972513259725
10000,-81.18760153659545
15000,-75.40143805551442
20000,-61.735386153078956
25000,-54.4022978633594
30000,-48.683718233685646
35000,-40.00019087156429
40000,-36.624406478807714
45000,-35.64308176501201
50000,-36.88669221749685
55000,-43.55156593360177
60000,-46.34176784186763
65000,-40.1864658738773
70000,-35.704828038764965
75000,-36.11781669026178
80000,-38.107705852511764
85000,-42.489627424621176
90000,-31.61727184878829
95000,-34.97216576581322
100000,-32.285635249290245
105000,-39.56010744007305
110000,-35.20900403309556
115000,-35.951270858043394
120000,-34.957561448611976
125000,-36.758759830272716
130000,-39.352161965548895
135000,-40.16767782423627
140000,-37.5078782506954
145000,-39.03449101867544
150000,-31.25819209625941
155000,-34.58793413622954
160000,-32.637165360582294
165000,-41.64690293807453
170000,-34.5918629608688
175000,-32.59400207640777
180000,-33.25945344851693
185000,-34.05383175957988
190000,-37.34758900669643
195000,-33.846106690624644
200000,-32.24048273778691
205000,-33.80486605100928
210000,-30.671111474114966
215000,-32.49459924684265
220000,-34.27487016179549
225000,-29.70804790026513
230000,-30.393161890668626
235000,-31.972738703611128
240000,-35.427606718506986
245000,-31.84030019465736
250000,-32.020237523605985
255000,-30.748560062019834
260000,-33.60635995584497
265000,-34.901948844625906
270000,-33.799829792470376
275000,-38.780303488698316
280000,-37.55761340039506
285000,-30.634613087762308
290000,-30.32316756383238
295000,-33.9962352937326
300000,-27.49369756361971
305000,-32.160041428749025
310000,-28.033924112854326
315000,-32.65028314684323
320000,-39.9600010603336
325000,-33.61051334726352
330000,-39.011693479006844
335000,-32.556130316330666
340000,-29.20234897178375
345000,-32.22106658250511
350000,-25.855630904429432
355000,-30.695945242627698
360000,-35.3620253523385
365000,-30.93809741978481
370000,-37.29040190194224
375000,-30.450800393853225
380000,-33.45170412078625
385000,-34.821579771021334
390000,-29.729247646479408
395000,-26.162654353912146
400000,-34.02306027822025
405000,-36.39026955110432
410000,-34.07927895339619
415000,-30.188649488032453
420000,-28.446806642275046
425000,-30.579220184481613
430000,-25.67244865146885
435000,-29.591848924438988
440000,-29.26286745989185
445000,-25.395397080962567
450000,-34.122789765255746
455000,-29.522842797872638
460000,-36.66541351624609
465000,-29.19409213165882
470000,-28.11744369800053
475000,-33.78712701864972
480000,-30.51748309260233
485000,-34.26839839574095
490000,-32.07096002299861
495000,-27.036215662701377
500000,-31.527938898165093
505000,-27.9984947641809
510000,-24.63558138480322
515000,-29.937670793848998
520000,-31.253370054713614
525000,-26.705666904057182
530000,-25.17741971015569
535000,-27.90762769111161
540000,-31.3079861743343
545000,-31.046730409192865
550000,-34.10266462725962
555000,-27.817614259508094
560000,-24.55658951305371
565000,-31.1392642427591
570000,-26.01660231499314
575000,-33.102141562917325
580000,-28.98512511102741
585000,-26.602247643340732
590000,-29.69070259555167
595000,-31.44216089061149
600000,-27.09435326776719
605000,-32.286252322952855
610000,-32.93418020508505
615000,-27.93337755453204
620000,-28.410194782012137
625000,-31.821034477767963
630000,-30.400251502404927
635000,-31.72233232604719
640000,-28.52663291082528
645000,-27.07746539102605
650000,-28.534915119810908
655000,-27.16295937492072
660000,-36.792438107651584
665000,-32.2995809076915
670000,-28.700606742290674
675000,-23.710654058353352
680000,-27.525475109591525
685000,-39.67998509725354
690000,-33.327067413541045
695000,-32.454575649840905
700000,-29.09817351224405
705000,-26.137130261478518
710000,-26.29383307526524
715000,-30.237203229478165
720000,-32.24652736960494
725000,-29.738309235042617
730000,-30.548344114405836
735000,-29.58666895735371
740000,-27.425165486832515
745000,-28.69514831027084
750000,-31.626211007435703
755000,-23.80698531419627
760000,-35.527534961640875
765000,-29.243496559280274
770000,-30.988232381222087
775000,-27.951492093007968
780000,-29.285382882943356
785000,-29.084484080508542
790000,-29.67627711065103
795000,-25.211232220146936
800000,-26.83157380323775
805000,-31.848362125957095
810000,-26.25919000596993
815000,-30.502277257908606
820000,-28.255471889163587
825000,-25.18548020130929
830000,-26.582729513483613
835000,-33.92074359951706
840000,-28.950686720215533
845000,-27.726983810977597
850000,-25.245813954956134
855000,-27.409779335685823
860000,-29.5471278272319
865000,-27.88825870650783
870000,-26.74794069469102
875000,-31.616513449559307
880000,-29.883055017267807
885000,-32.49174624096294
890000,-31.340759202386874
895000,-27.062800073754627
900000,-32.04901762988671
905000,-27.867541139472916
910000,-27.958986705914754
915000,-24.907923652017285
920000,-29.286992554540458
925000,-26.225435531548758
930000,-31.400354828477617
935000,-27.049781284194356
940000,-29.957828128734786
945000,-24.77960849093543
950000,-31.043588206895492
955000,-26.645774036854707
960000,-25.708824402491757
965000,-31.477327407007735
970000,-28.174217617006367
975000,-28.92899817819918
980000,-24.160442986237786
985000,-28.29946961257781
990000,-31.598665222502476
995000,-28.439786257603796
1000000,-29.185416150852248
