step,avg_return
0,-0.2759055262804354
5000,0.37564441600638593
10000,-0.15425405435193515
15000,-591.1285559390855
20000,-314.7163046700543
25000,-107.58612823655388
30000,72.82721290668078
35000,983.8366340242941
40000,-200.0056996347317
45000,1737.7571035971469
50000,2581.0733397623903
55000,3147.3882142672724
60000,2924.5582473929026
65000,3032.5445911465426
70000,3105.7662129617675
75000,2204.495220749863
80000,4027.3739700653227
85000,2384.973735014671
90000,3679.047780972485
95000,3095.9784865821985
100000,2993.133409525468
105000,4417.624098614285
110000,4484.677954351586
115000,4385.009336308259
120000,4297.612757575154
125000,4678.248280161427
130000,3246.783936643674
135000,3030.406639957188
140000,4390.734713721843
145000,5040.707454045259
150000,5037.679251846929
155000,3740.5591959823796
160000,5035.592493004506
165000,5152.834705803764
170000,4090.6836967960594
175000,3348.0039594169484
180000,4317.12682884894
185000,2404.4041250780174
190000,3256.7718290066787
195000,4396.996514543476
200000,2372.3329260832547
205000,5142.944171323706
210000,5549.35874750722
215000,5505.251689917826
220000,4965.725766045472
225000,4884.555704331965
230000,3652.534383935657
235000,5081.206845390215
240000,3079.3170350784294
245000,5059.753515320072
250000,3469.778126485413
255000,4700.311349923414
260000,5198.10305219659
265000,4224.290422461092
270000,2507.396508946133
275000,4056.456255028466
280000,5146.023666949426
285000,3340.1641587828326
290000,5728.357015148603
295000,5936.86583284861
300000,5809.509740908931
305000,5698.233959184322
310000,6411.250198781349
315000,3897.76759839713
320000,5877.227067373041
325000,4251.243421617092
330000,5458.931658943516
335000,6199.956986702098
340000,2528.833182266673
345000,6086.812443465853
350000,5234.934949437109
355000,4510.31948555512
360000,4180.023603410015
365000,4615.986682620904
370000,4441.04703740165
375000,6113.455468853362
380000,3320.362496942748
385000,4424.406745446245
390000,6658.31572955467
395000,3624.090649237203
400000,4863.313326723636
405000,4020.4715671379295
410000,5726.817371043476
415000,6572.384204796147
420000,5634.911169225539
425000,6665.207466073749
430000,6249.619404520386
435000,6710.238199823395
440000,7124.618431899733
445000,5516.390428204864
450000,5653.215210282776
455000,6860.052850064024
460000,5419.289541923001
465000,7197.025286261127
470000,5475.703436535031
475000,4817.29199020729
480000,6696.8886717033165
485000,5464.048245521953
490000,6384.590168797523
495000,6902.716953303938
500000,7210.100476401786
505000,6985.326907642236
510000,4933.991105749129
515000,5867.4498339976235
520000,3923.120167240173
525000,5170.882918751833
530000,5228.92180462706
535000,5163.809738921277
540000,4478.982245077649
545000,2624.351145828128
550000,3172.6099101138393
555000,4123.046700562918
560000,6703.1728902394125
565000,7758.041921173361
570000,5354.914986782638
575000,6687.882289995228
580000,6236.619254832677
585000,7628.822381698038
590000,7446.412818017158
595000,6425.894215388613
600000,7516.471465301339
605000,5924.830873898895
610000,4705.386488209754
615000,4015.2170826090987
620000,2808.965524251346
625000,5830.07678568195
630000,7868.083643923316
635000,7179.836738617265
640000,6331.016790332593
645000,5666.570323625089
650000,5078.422422442067
655000,7102.116840454416
660000,6847.128731861493
665000,3319.0574589688326
670000,5580.172519470724
675000,7461.023002200243
680000,7730.58241334074
685000,7693.122524911753
690000,3535.587540563807
695000,3093.5182887642186
700000,7877.320984113842
705000,5950.375645483553
710000,4264.777494640893
715000,6583.159446516801
720000,7671.446885790134
725000,5690.166119128888
730000,4925.79466616604
735000,4175.1508332757
740000,6388.6842948888125
745000,3469.6194379471203
750000,6858.287849668389
755000,7789.979622150079
760000,4985.372962636037
765000,5073.589694354309
770000,4637.288311420808
775000,7814.601301095426
780000,8109.246219171764
785000,5946.650634136339
790000,6912.986815342737
795000,3640.4357081163284
800000,5583.409852778143
805000,5839.404797396273
810000,5603.849245634701
815000,7075.427779385803
820000,8116.110109360117
825000,7040.264678768498
830000,7033.634234388132
835000,7956.408696740655
840000,7814.840959748736
845000,7058.5922822827915
850000,7611.493657894578
855000,4580.331724508706
860000,7704.311072306428
865000,8126.801451283823
870000,4804.115124639579
875000,5550.25335562996
880000,8073.803907376371
885000,4202.689982437817
890000,7803.387893340633
895000,6175.582394368613
900000,3653.5354240725064
905000,7374.962927879307
910000,5064.4688105697205
915000,8282.839686365594
920000,7980.626329386872
925000,8254.642668976592
930000,8668.372668133294
935000,8285.648973430749
940000,6497.308122199572
945000,8428.052655964007
950000,6300.63835017835
955000,5996.241109936276
960000,6246.59541443822
965000,8409.609218278938
970000,8391.070820799594
975000,5714.989705013256
980000,5229.282176201582
985000,8103.617361993779
990000,5940.123608218644
995000,6458.679169164084
1000000,7463.223075099959
