step,avg_return
0,14.666666666666666
4992,10.666666666666666
9984,15.666666666666666
14976,28.333333333333332
19968,13.333333333333334
24960,31.333333333333332
29952,33.333333333333336
34944,39.666666666666664
39936,49.333333333333336
44928,61.0
49920,62.0
54912,67.66666666666667
59904,65.66666666666667
64896,60.0
69888,74.0
74880,67.0
79872,66.0
84864,67.33333333333333
89856,94.33333333333333
94848,340.6666666666667
99840,1000.0
104832,1000.0
109824,1000.0
114816,1000.0
119808,1000.0
124800,1000.0
129792,1000.0
134784,1000.0
139776,1000.0
144768,1000.0
149760,1000.0
154752,1000.0
159744,1000.0
164736,1000.0
169728,1000.0
174720,1000.0
179712,1000.0
184704,1000.0
189696,1000.0
194688,1000.0
199680,1000.0
204672,1000.0
209664,1000.0
214656,1000.0
219648,1000.0
224640,1000.0
229632,1000.0
234624,1000.0
239616,1000.0
244608,1000.0
249600,1000.0
254592,1000.0
259584,1000.0
264576,1000.0
269568,1000.0
274560,1000.0
279552,1000.0
284544,1000.0
289536,1000.0
294528,1000.0
299520,1000.0
304512,1000.0
309504,1000.0
314496,1000.0
319488,1000.0
324480,1000.0
329472,1000.0
334464,1000.0
339456,1000.0
344448,1000.0
349440,1000.0
354432,1000.0
359424,1000.0
364416,674.0
369408,1000.0
374400,704.3333333333334
379392,279.3333333333333
384384,253.66666666666666
389376,298.6666666666667
394368,134.66666666666666
399360,531.0
404352,626.3333333333334
409344,518.0
414336,682.0
419328,808.6666666666666
424320,891.3333333333334
429312,1000.0
434304,1000.0
439296,674.0
444288,1000.0
449280,1000.0
454272,1000.0
459264,1000.0
464256,1000.0
469248,1000.0
474240,1000.0
479232,1000.0
484224,1000.0
489216,1000.0
494208,1000.0
499200,1000.0
504192,1000.0
509184,1000.0
514176,1000.0
519168,1000.0
524160,1000.0
529152,1000.0
534144,1000.0
539136,1000.0
544128,1000.0
549120,1000.0
554112,1000.0
559104,1000.0
564096,1000.0
569088,1000.0
574080,1000.0
579072,1000.0
584064,1000.0
589056,1000.0
594048,1000.0
599040,1000.0
604032,1000.0
609024,1000.0
614016,1000.0
619008,1000.0
624000,1000.0
628992,1000.0
633984,1000.0
638976,1000.0
643968,855.0
648960,1000.0
653952,1000.0
658944,1000.0
663936,1000.0
668928,510.0
673920,284.0
678912,273.3333333333333
683904,358.3333333333333
688896,358.3333333333333
693888,278.0
698880,1000.0
703872,1000.0
708864,1000.0
713856,1000.0
718848,1000.0
723840,1000.0
728832,1000.0
733824,1000.0
738816,1000.0
743808,1000.0
748800,1000.0
753792,1000.0
758784,1000.0
763776,1000.0
768768,1000.0
773760,1000.0
778752,1000.0
783744,1000.0
788736,1000.0
793728,1000.0
798720,1000.0
803712,1000.0
808704,1000.0
813696,1000.0
818688,1000.0
823680,1000.0
828672,1000.0
833664,1000.0
838656,1000.0
843648,1000.0
848640,1000.0
853632,1000.0
858624,1000.0
863616,1000.0
868608,982.0
873600,881.3333333333334
878592,1000.0
883584,971.0
888576,1000.0
893568,898.3333333333334
898560,1000.0
903552,838.3333333333334
908544,1000.0
913536,1000.0
918528,1000.0
923520,1000.0
928512,1000.0
933504,1000.0
938496,1000.0
943488,1000.0
948480,1000.0
953472,1000.0
958464,1000.0
963456,1000.0
968448,992.6666666666666
973440,1000.0
978432,1000.0
983424,1000.0
988416,1000.0
993408,1000.0
998400,1000.0
