step,avg_return
0,-684.6594001155822
10000,-118.59787380492976
20000,-49.21865642683297
30000,-35.233628744977715
40000,-131.13824556148063
50000,-139.90735854709177
60000,-189.8594592332813
70000,-63.05122893446097
80000,-104.12792199499764
90000,-73.30439643407537
100000,-59.40892786889183
110000,-75.7093673392335
120000,-79.27337025702592
130000,-1.5209855149589504
140000,-51.51469736997803
150000,-16.229436930690714
160000,18.823555958005546
170000,19.771349160441485
180000,246.37506331181817
190000,137.67624488058786
200000,10.298002915498111
210000,160.44449435325092
220000,51.71838325860305
230000,40.381880502447096
240000,-9.185050145177863
250000,238.0779267966675
260000,95.74759729747102
270000,143.8708275198262
280000,196.4574003260052
290000,244.89911168094395
300000,259.4210740849607
